ID,Timestamp,Με τι είδος development ασχολείσαι επαγγελματικά αυτή την περίοδο;,Με ποιες γλώσσες προγραμματισμού δουλεύεις επαγγελματικά αυτή την περίοδο;,Πόσα χρόνια δουλεύεις επαγγελματικά ως προγραμματιστής;,Έχεις προσωπικά projects ή κάνεις freelancing πέρα από την κύρια εργασία σου;,Φύλλο;,Ποιος είναι ο τρόπος εργασίας;,Σε ποια πόλη μένεις;,Σε ποια πόλη δουλεύεις;,Τι μέγεθος είναι η εταιρεία που δουλεύεις;,Έχεις άτομα υπό την επίβλεψη σου;,Ποιό είναι το επίπεδο σπουδών σου;,"Ποιος είναι ο τίτλος του πτυχίου σου; (Αν έχεις παραπάνω από ένα, συμπλήρωσε τα)",Ποιος είναι ο ΕΤΗΣΙΟΣ ΚΑΘΑΡΟΣ μισθός σου σε €;,[Fixed] Ποιος είναι ο ΕΤΗΣΙΟΣ ΚΑΘΑΡΟΣ μισθός σου σε €;,[GROUP] Πόσα χρόνια δουλεύεις επαγγελματικά ως προγραμματιστής;,"[GROUP] Σε ποια πόλη δουλεύεις, Greece ή Abroad","[GROUP] Σε ποια πόλη δουλεύεις, Αττική ή Υπόλοιπη Ελλάδα",[NORMALIZED] Με ποιες γλώσσες προγραμματισμού δουλεύεις επαγγελματικά αυτή την περίοδο;,[GROUP] Το πτυχίο σου είYes σχετικό με τον τομέα της πληροφορική;,[NORMALIZED] Με τι είδος development ασχολείσαι επαγγελματικά αυτή την περίοδο;,[NORMALIZED] Με ποιες γλώσσες προγραμματισμού δουλεύεις επαγγελματικά αυτή την περίοδο;
163,2/1/2023 17:39:01,Automation - RPA,Python,2,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Master,"Πληροφορικής και Τηλεπικοινωνιών (Παν.Ιωαννίνων, πρώην ΤΕΙ Ηπείρου)",10500,10500,2,Ελλάδα,Αττική,,Ναι,Automations / RPA,Python
164,2/1/2023 17:54:23,Full Stack,"JavaScript, PHP",3,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,11 - 50,Ναι,Master,ΜΗΧΑΝΙΚΟΣ ΠΑΡΑΓΩΓΗΣ & ΔΙΟΙΚΗΣΗΣ,22400,22400,3,Ελλάδα,Αττική,,Όχι,"Backend, Frontend","JavaScript, PHP"
165,2/1/2023 18:37:11,Frontend,JavaScript,2,Όχι,Άντρας,Και τα δύο,Αθήνα,Πάτρα,501+,Ναι,Bachelor's,διπλωμα μηχανικού η/υ,15165,15165,2,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,Frontend,JavaScript
166,2/1/2023 19:25:17,"Backend, Frontend, DevOps","Python, JavaScript",7,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,11 - 50,Ναι,Bachelor's,Computer science ,30000,30000,7,Ελλάδα,Αττική,,Ναι,"Backend, Frontend, SRE / DevOps","Python, JavaScript"
167,2/1/2023 19:27:31,Backend,Java,10,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,101 - 200,Όχι,Bachelor's,Πληροφορική,22283,22283,10+,Ελλάδα,Αττική,,Ναι,Backend,Java
168,2/1/2023 19:38:47,Backend,PHP,4,Όχι,Nuclear Sub,Στον χώρο του εργοδότη,Θεσσαλονίκη,Θεσσαλονίκη,1 - 10,Ναι,Λύκειο,,28000,28000,4,Ελλάδα,Υπόλοιπη Ελλάδα,,Όχι,Backend,PHP
169,2/1/2023 19:49:46,"Backend, Frontend","C#, JavaScript",6,Ναι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,,11 - 50,Όχι,Bachelor's,Applied Informatics in Management and Finance,22400,22400,6,Ελλάδα,Αττική,,Ναι,"Backend, Frontend","C#, JavaScript"
170,2/1/2023 20:21:56,DevOps,"Python, Bash",1,Όχι,Άντρας,Και τα δύο,Nice,Nice,501+,Όχι,Master,Ηλεκτρολογος Μηχ. και Μηχ. Υπολογιστων,27600,27600,1,Εξωτερικό,-,,Ναι,SRE / DevOps,"Python, Bash"
171,2/1/2023 20:56:20,Backend,Python,3,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,51 - 100,Όχι,Master,Ναυπηγός Μηχ Μηχ,23100,23100,3,Ελλάδα,Αττική,,Όχι,Backend,Python
172,2/1/2023 21:15:30,Data Engineering,Python,1,Όχι,Άντρας,Και τα δύο,Θεσσαλονίκη,,501+,Όχι,Bachelor's,Φυσικής,10000,10000,1,Ελλάδα,Υπόλοιπη Ελλάδα,,Όχι,Data Scientist / Data Engineer,Python
173,2/1/2023 21:25:26,Backend,Java,1,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,101 - 200,Όχι,Λύκειο,,17234,17234,1,Ελλάδα,Αττική,,Όχι,Backend,Java
174,2/1/2023 21:33:21,AI / ML,Python,2,Όχι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,Αθήνα,101 - 200,Όχι,Master,Μαθηματικό,15000,15000,2,Ελλάδα,Αττική,,Όχι,AI / ML,Python
175,2/1/2023 21:37:42,"Backend, BI",Python,1,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Master,Informatics,1080,15120,1,Ελλάδα,Αττική,,Ναι,"Backend, BI / Data Analysis",Python
176,2/1/2023 21:55:23,"Backend, Frontend, Desktop apps",C#,1,Όχι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,Αθήνα,51 - 100,Όχι,Bachelor's,Statistician,18424,18424,1,Ελλάδα,Αττική,,Όχι,"Backend, Frontend, Desktop Apps",C#
177,2/1/2023 22:09:31,Backend,Go,3,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,51 - 100,Όχι,Λύκειο,,28350,28350,3,Ελλάδα,Αττική,,Όχι,Backend,Go
178,2/1/2023 23:21:12,"Backend, Frontend, Embedded","C++, Python, JavaScript",12,Ναι,Άντρας,Στον χώρο του εργοδότη,Κάλυμνο,Κάλυμνο,1 - 10,Όχι,Master,"Bsc Μηχανικός Αυτοματισμου Τ.Ε,  Master's degree, Internet of Things: Intelligent Environments in Next-Generation Networks",15000,15000,10+,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,"Backend, Frontend, FPGA / ASIC / Embedded","C++, Python, JavaScript"
179,2/2/2023 2:27:16,"Backend, Frontend","JavaScript, PHP",2,Ναι,Άντρας,Και τα δύο,Πάτρα,Πάτρα,11 - 50,Όχι,ΙΕΚ,Πληροφορική ,11900,11900,2,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,"Backend, Frontend","JavaScript, PHP"
180,2/2/2023 8:48:33,AI / ML,Python,3,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,201 - 500,Ναι,Master,data science,20000,20000,3,Ελλάδα,Αττική,,Ναι,AI / ML,Python
181,2/2/2023 11:14:12,Backend,Python,1,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,201 - 500,Όχι,Bachelor's,Οικονομικής Επιστήμης (ΟΠΑ),12600,12600,1,Ελλάδα,Αττική,,Όχι,Backend,Python
182,2/2/2023 11:24:00,Mobile apps,Java,2,Ναι,Άντρας,Απομακρυσμένα,Θεσσαλονίκη,Θεσσαλονίκη,1 - 10,Όχι,Λύκειο,,17550,17550,2,Ελλάδα,Υπόλοιπη Ελλάδα,,Όχι,Mobile Apps,Java
183,2/2/2023 11:37:43,BI,"Python, M-Language-DAX",1,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,201 - 500,Όχι,Master,Bsc Financial & Banking Management / MSc Data Science,20000,20000,1,Ελλάδα,Αττική,,Ναι,BI / Data Analysis,"Python, M-Language-DAX"
184,2/2/2023 14:01:26,Backend,Python,5,Όχι,Άντρας,Και τα δύο,Vienna,,11 - 50,Όχι,Bachelor's,Εφαρμοσμένη Πληροφορική,39200,39200,5,Εξωτερικό,-,,Ναι,Backend,Python
185,2/2/2023 20:15:49,"Backend, Frontend",C#,5,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,11 - 50,Όχι,Bachelor's,Μηχανικός Αυτόματων συστημάτων,2000,28000,5,Ελλάδα,Αττική,,Ναι,"Backend, Frontend",C#
186,2/3/2023 9:51:47,Backend,Python,1,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,51 - 100,Όχι,Master,"BSC Ηλεκτρονικός Μηχανικός (Τ.Ε), MSC Διαδίκτυο των Πραγμάτων και Ευφυή Περιβάλλοντα",1000,14000,1,Ελλάδα,Αττική,,Ναι,Backend,Python
187,2/3/2023 13:35:16,Backend,"Python, PHP",7,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,101 - 200,Ναι,Bachelor's,Computer Science,30000,30000,7,Ελλάδα,Αττική,,Ναι,Backend,"Python, PHP"
188,2/3/2023 13:49:30,"Backend, BI","Python, PHP, Bash, SQL",20,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,101 - 200,Όχι,Bachelor's,Μηχανικός Η/Υ Συστημάτων (ΤΕΙ ΠΕΙΡΑΙΑ),23842,23842,10+,Ελλάδα,Αττική,,Ναι,"Backend, BI / Data Analysis","Python, PHP, Bash, SQL"
189,2/3/2023 13:50:29,Backend,PHP,4,Όχι,Άντρας,Και τα δύο,Αθήνα,,101 - 200,Όχι,Bachelor's,Ψηφιακά συστήματα και πληροφορική,21238,21238,4,Ελλάδα,Αττική,,Ναι,Backend,PHP
191,2/4/2023 2:08:55,Embedded,C,1,Όχι,Άντρας,Και τα δύο,Αθήνα,,51 - 100,Όχι,Master,Hλεκτρολογος Μηχανικος και Μηχανικος Υπολογιστων,11900,11900,1,Ελλάδα,Αττική,,Ναι,FPGA / ASIC / Embedded,C
192,2/4/2023 10:39:36,Backend,C#,3,Ναι,Άντρας,Απομακρυσμένα,Ηράκλειο,Αθήνα,11 - 50,Όχι,Master,Μηχανικός Παραγωγής και Διοίκησης,25200,25200,3,Ελλάδα,Αττική,,Ναι,Backend,C#
193,2/4/2023 11:31:36,Embedded,"C, C++",4,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Master,Electrical and Computer engineer,27000,27000,4,Ελλάδα,Αττική,,Ναι,FPGA / ASIC / Embedded,"C, C++"
194,2/4/2023 21:02:57,"Backend, Frontend","JavaScript, PHP",10,Ναι,Άντρας,Στον χώρο του εργοδότη,Θεσσαλονίκη,,11 - 50,Ναι,Master,Master,14000,14000,10+,Ελλάδα,Υπόλοιπη Ελλάδα,,Όχι,"Backend, Frontend","JavaScript, PHP"
195,2/5/2023 11:41:38,"Backend, Frontend, DevOps","Java, Go, Bash",3,Ναι,Άντρας,Και τα δύο,Αθήνα,,501+,Ναι,Bachelor's,Information & Communication Systems Engineer,30000,30000,3,Ελλάδα,Αττική,,Ναι,"Backend, Frontend, SRE / DevOps","Java, Go, Bash"
196,2/6/2023 16:41:55,BI,Python,2,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,101 - 200,Όχι,Master,"Economic and Regional Development, Management Science and Technology",15300,15300,2,Ελλάδα,Αττική,,Ναι,BI / Data Analysis,Python
197,2/6/2023 19:09:14,Backend,Objective-C,2,Ναι,Γυναίκα,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Επιστήμης Υπολογιστών,15400,15400,2,Ελλάδα,Αττική,,Ναι,Backend,Objective-C
199,2/6/2023 22:17:08,"Backend, Frontend","JavaScript, PHP, Bash",15,Ναι,Άντρας,Απομακρυσμένα,Θεσσαλονίκη,Αθήνα,51 - 100,Ναι,Bachelor's,Χημικός Μηχανικός,32000,32000,10+,Ελλάδα,Αττική,,Όχι,"Backend, Frontend","JavaScript, PHP, Bash"
200,2/8/2023 12:40:29,"Backend, Frontend",C#,2,Όχι,Άντρας,Απομακρυσμένα,Θεσσαλονίκη,Αθήνα,101 - 200,Όχι,Bachelor's,"Department of Information Technology at International Hellenic University, Greece ",20401,20401,2,Ελλάδα,Αττική,,Ναι,"Backend, Frontend",C#
201,2/8/2023 13:00:11,Backend,"Java, Python",2,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,201 - 500,Όχι,Bachelor's,"Ηλεκτρολόγος Μηχανικός, Μετσόβειο",35000,35000,2,Ελλάδα,Αττική,,Ναι,Backend,"Java, Python"
202,2/8/2023 13:28:53,Mobile apps,"Swift, Objective-C, Kotlin",9,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,11 - 50,Όχι,Bachelor's,Μηχανικός υπολογιστών,42000,42000,9,Ελλάδα,Αττική,,Ναι,Mobile Apps,"Swift, Objective-C, Kotlin"
203,2/8/2023 16:10:31,Backend,"C#, Bash",3,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Ηλεκτρονικός Μηχανικός Τ.Ε.,14280,14280,3,Ελλάδα,Αττική,,Ναι,Backend,"C#, Bash"
204,2/8/2023 17:33:24,BI,"C#, Sql, mdx, dax",20,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Ναι,Bachelor's,Μηχανικός πληροφορικής,26000,26000,10+,Ελλάδα,Αττική,,Ναι,BI / Data Analysis,"C#, SQL, HTML, DAX"
205,2/8/2023 17:57:15,"Backend, Frontend","JavaScript, PHP",17,Ναι,Άντρας,Και τα δύο,Stuttgart,Stuttgart,201 - 500,Ναι,Λύκειο,,58000,58000,10+,Εξωτερικό,-,,Όχι,"Backend, Frontend","JavaScript, PHP"
206,2/8/2023 18:06:25,DevOps,Bash,5,Ναι,Άντρας,Και τα δύο,Arnhem,Arnhem,201 - 500,Όχι,Bachelor's,Electrical Engineer,34400,34400,5,Εξωτερικό,-,,Ναι,SRE / DevOps,Bash
207,2/8/2023 18:26:05,Backend,"Java, Go, Groovy ",7,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Τμήμα πληροφορικής και τηλεπικοινωνιών ΕΚΠΑ ,26758,26758,7,Ελλάδα,Αττική,,Ναι,Backend,"Java, Go, Groovy"
208,2/8/2023 18:57:04,Backend,"Java, Kotlin",1,Ναι,Άντρας,Και τα δύο,Θεσσαλονίκη,Θεσσαλονίκη,11 - 50,Όχι,Bachelor's,Μηχανικός Πληροφορικής,9800,9800,1,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,Backend,"Java, Kotlin"
209,2/8/2023 23:29:20,"Backend, Frontend",JavaScript,1,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,51 - 100,Όχι,Master,MENG NTUA,11.9,11900,1,Ελλάδα,Αττική,,Ναι,"Backend, Frontend",JavaScript
210,2/9/2023 1:53:57,Backend,C#,6,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Bachelor in computer science,27500,27500,6,Ελλάδα,Αττική,,Ναι,Backend,C#
211,2/9/2023 2:27:45,"Backend, Frontend","C#, JavaScript",2,Όχι,Άντρας,Και τα δύο,Αθήνα,,11 - 50,Όχι,Bachelor's,Προφορικής και Τηλεπικοινωνιών ,18200,18200,2,Ελλάδα,Αττική,,Ναι,"Backend, Frontend","C#, JavaScript"
212,2/9/2023 15:17:55,"Backend, Frontend","C#, JavaScript",10,Ναι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,Αθήνα,201 - 500,Ναι,Master,Computer Science,28000,28000,10+,Ελλάδα,Αττική,,Ναι,"Backend, Frontend","C#, JavaScript"
213,2/9/2023 15:53:49,"Backend, Frontend","C#, Python, JavaScript, PHP",4,Όχι,Άντρας,Και τα δύο,Πάτρα,Πάτρα,201 - 500,Ναι,Master,Μηχανικός Η/Υ & Πληροφορικής,16100,16100,4,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,"Backend, Frontend","C#, Python, JavaScript, PHP"
214,2/9/2023 19:08:03,"Backend, Frontend, Desktop apps, BI","C#, JavaScript",15,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,501+,Όχι,ΙΕΚ,ΠΤΥΧΙΟ ΠΡΟΓΡΑΜΜΑΤΙΣΤΗ Η/Υ,31000,31000,10+,Ελλάδα,Αττική,,Ναι,"Backend, Frontend, Desktop Apps, BI / Data Analysis","C#, JavaScript"
215,2/9/2023 20:58:11,Backend,Java,3,Ναι,Άντρας,Απομακρυσμένα,Ιωάννινα,Αθήνα,1 - 10,Όχι,Bachelor's,Μηχανικός Η/Υ και πληροφορικής,11200,11200,3,Ελλάδα,Αττική,,Ναι,Backend,Java
216,2/10/2023 7:25:15,Backend,C#,7,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,1 - 10,Όχι,Master,"Πολιτικός Μηχανικός
Μεταπτυχιακή Εξειδίκευση στα Πληροφοριακά Συστήματα",32360,32360,7,Ελλάδα,Αττική,,Ναι,Backend,C#
217,2/10/2023 8:19:41,"Backend, DevOps, Cybersecurity","JavaScript, typescript",25,Όχι,Άντρας,Στον χώρο του εργοδότη,nicosia,nicosia,11 - 50,Όχι,ΙΕΚ,computer science ,57500,57500,10+,Εξωτερικό,-,,Ναι,"Backend, SRE / DevOps, Cybersecurity","JavaScript, TypeScript"
218,2/10/2023 12:03:10,Backend,C#,1,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,11 - 50,Όχι,Bachelor's,Οικονομικά,14238,14238,1,Ελλάδα,Αττική,,Όχι,Backend,C#
219,2/12/2023 0:29:42,DevOps,"Python, Bash",2,Όχι,Άντρας,Απομακρυσμένα,"Alexandria, Egypt",Αθήνα,11 - 50,Όχι,Bachelor's,Business Administration and Organization,22500,22500,2,Ελλάδα,Αττική,,Ναι,SRE / DevOps,"Python, Bash"
220,2/13/2023 13:23:26,Backend,C#,1,Ναι,Άντρας,Απομακρυσμένα,Θεσσαλονίκη,Αθήνα,201 - 500,Όχι,Bachelor's,Πληροφορικής,12880,12880,1,Ελλάδα,Αττική,,Ναι,Backend,C#
221,2/13/2023 20:19:07,Backend,Scala,6,Ναι,Άντρας,Και τα δύο,"Melbourne, Australia","Melbourne, Australia",501+,Όχι,Bachelor's,Information Technology,64821,64821,6,Εξωτερικό,-,,Ναι,Backend,Scala
222,2/14/2023 21:10:29,Frontend,"JavaScript, PHP",1,Όχι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,,11 - 50,Όχι,Bachelor's,ΣΣΕ,11.05,11050,1,Ελλάδα,Αττική,,Όχι,Frontend,"JavaScript, PHP"
223,2/14/2023 22:58:45,"Backend, Frontend","JavaScript, PHP, Go",5,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Ναι,Master,Ηλεκτρολογος Μηχανικος και Μηχανικος Υπολογιστων,40000,40000,5,Ελλάδα,Αττική,,Ναι,"Backend, Frontend","JavaScript, PHP, Go"
224,2/15/2023 11:50:51,Frontend,JavaScript,3,Όχι,Άντρας,Και τα δύο,London,London,1 - 10,Όχι,Λύκειο,,46,46000,3,Εξωτερικό,-,,Όχι,Frontend,JavaScript
225,2/15/2023 12:08:01,Frontend,JavaScript,2,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,11 - 50,Όχι,Bachelor's,Μηχανικος πληροφορικης,15120,15120,2,Ελλάδα,Αττική,,Ναι,Frontend,JavaScript
226,2/15/2023 12:10:59,QA Analyst ,"Java, JavaScript",2,Όχι,Γυναίκα,Απομακρυσμένα,Θεσσαλονίκη,Θεσσαλονίκη,51 - 100,Όχι,Bachelor's,Πτυχίο Εφαρμοσμένης Πληροφορικής,12000,12000,2,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,QA Engineer / QA Automation Engineer,"Java, JavaScript"
227,2/15/2023 12:19:33,Backend,Java,2,Όχι,Άντρας,Απομακρυσμένα,Πάτρα,Αθήνα,51 - 100,Όχι,Master,Πτυχίο Μαθηματικών,22834,22834,2,Ελλάδα,Αττική,,Όχι,Backend,Java
228,2/15/2023 12:25:47,Backend,Java,2,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,101 - 200,Όχι,Λύκειο,,21.04,21040,2,Ελλάδα,Αττική,,Όχι,Backend,Java
229,2/15/2023 12:30:04,"Backend, Frontend","Python, JavaScript",1,Ναι,Άντρας,Απομακρυσμένα,Λάρισα,Στοκχόλμη,1 - 10,Όχι,Bachelor's,Software Engineering,30000,30000,1,Εξωτερικό,-,,Ναι,"Backend, Frontend","Python, JavaScript"
230,2/15/2023 12:54:49,"Backend, Frontend","JavaScript, PHP",9,Όχι,Άντρας,Και τα δύο,Θεσσαλονίκη,Θεσσαλονίκη,11 - 50,Όχι,Bachelor's,Πληροφορική,21184,21184,9,Ελλάδα,Υπόλοιπη Ελλάδα,,Ναι,"Backend, Frontend","JavaScript, PHP"
231,2/15/2023 13:06:32,"Backend, Frontend","Java, JavaScript",2,Όχι,Άντρας,Απομακρυσμένα, ,Αθήνα,501+,Όχι,Master,μηχανικός υπολογιστών και πληροφορικης ,15.4,15400,2,Ελλάδα,Αττική,,Ναι,"Backend, Frontend","Java, JavaScript"
232,2/15/2023 13:21:29,AI / ML,Python,1,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,11 - 50,Όχι,Bachelor's,Industrial Design and Production Engineering,10072,10072,1,Ελλάδα,Αττική,,Όχι,AI / ML,Python
233,2/15/2023 13:26:11,"Backend, Frontend","JavaScript, PHP",5,Όχι,Άντρας,Απομακρυσμένα,Bucharest ,Αθήνα,11 - 50,Όχι,ΙΕΚ,Web development ,21000,21000,5,Ελλάδα,Αττική,,Ναι,"Backend, Frontend","JavaScript, PHP"
234,2/15/2023 13:29:30,"Backend, DevOps, Blockchain","JavaScript, Nodejs, Solidity",4,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,London,101 - 200,Όχι,Bachelor's,"Ψηφιακά Συστήματα, Πανεπιστήμιο Πειραιά",16200,16200,4,Εξωτερικό,-,,Ναι,"Backend, SRE / DevOps, Blockchain","JavaScript, Solidity"
235,2/15/2023 13:31:35,QA tester,Java,1,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Μηχανικών Πληροφορικής ΤΕΙ,11900,11900,1,Ελλάδα,Αττική,,Ναι,QA Engineer / QA Automation Engineer,Java
236,2/15/2023 13:35:56,Frontend,JavaScript,11,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,London,51 - 100,Όχι,Bachelor's,Computer Science,55000,55000,10+,Εξωτερικό,-,,Ναι,Frontend,JavaScript
237,2/15/2023 13:36:15,Frontend,JavaScript,1,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,201 - 500,Όχι,Bachelor's,Electronic Engineer,15.008,15.008,1,Ελλάδα,Αττική,,Ναι,Frontend,JavaScript
238,2/15/2023 13:39:05,Backend,Perl,2,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,London,101 - 200,Όχι,Bachelor's,Μηχανικών Πληροφορικής (ΤΕ),19500,19500,2,Εξωτερικό,-,,Ναι,Backend,Perl
239,2/15/2023 13:56:03,Frontend,"JavaScript, Typescript",2,Όχι,Άντρας,Απομακρυσμένα,Stuttgart,Stuttgart,51 - 100,Όχι,Bachelor's,Business Administration,3500,42000,2,Εξωτερικό,-,,Όχι,Frontend,"JavaScript, TypeScript"
240,2/15/2023 14:00:48,Frontend,JavaScript,1,Ναι,Άντρας,Απομακρυσμένα,Θεσσαλονίκη,Αθήνα,51 - 100,Όχι,Bachelor's,Software Engineer,12600,12600,1,Ελλάδα,Αττική,,Ναι,Frontend,JavaScript
241,2/15/2023 14:52:56,Frontend,JavaScript,4,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Bachelor's Degree in Computer Science,19800,19800,4,Ελλάδα,Αττική,,Ναι,Frontend,JavaScript
242,2/15/2023 15:00:57,Backend,PHP,4,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,101 - 200,Όχι,Bachelor's,Computer Science,25555,25555,4,Ελλάδα,Αττική,,Ναι,Backend,PHP
243,2/15/2023 15:04:07,"Backend, DevOps","Python, Bash",17,Ναι,Άντρας,Απομακρυσμένα,London,Ada Oklahoma,201 - 500,Ναι,Master,MSc Computer Science King's College London,100000,100000,10+,Εξωτερικό,-,,Ναι,"Backend, SRE / DevOps","Python, Bash"
244,2/15/2023 15:05:12,"Backend, Frontend","C#, JavaScript",2,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,11 - 50,Όχι,Bachelor's,Ηλεκτρολόγος Μηχανικός & Μηχανικός Υπολογιστών,19572,19572,2,Ελλάδα,Αττική,,Ναι,"Backend, Frontend","C#, JavaScript"
245,2/15/2023 15:07:41,AI / ML,Python,1,Όχι,Άντρας,Στον χώρο του εργοδότη,Θεσσαλονίκη,Θεσσαλονίκη,1 - 10,Ναι,Master,"Bch Φυσικης, Msc Υπολογιστικής Φυσικής",15400,15400,1,Ελλάδα,Υπόλοιπη Ελλάδα,,Όχι,AI / ML,Python
246,2/15/2023 15:10:14,Frontend,JavaScript,10,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Εφαρμοσμένη πληροφορική,26900,26900,10+,Ελλάδα,Αττική,,Ναι,Frontend,JavaScript
247,2/15/2023 15:22:41,Backend,"C, C++, Python, Go, TNSDL",3,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Λύκειο,,23500,23500,3,Ελλάδα,Αττική,,Όχι,Backend,"C, C++, Python, Go, TNSDL"
248,2/15/2023 15:42:55,Backend,C#,2,Όχι,Άντρας,Απομακρυσμένα,Munich ,Karlsruhe ,101 - 200,Όχι,Bachelor's,Μηχανικός Πληροφορικής ,35000,35000,2,Εξωτερικό,-,,Ναι,Backend,C#
249,2/15/2023 16:00:45,"Backend, Frontend, Mobile apps","Java, JavaScript",1,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Master,Computer Science and Engineering,15000,15000,1,Ελλάδα,Αττική,,Ναι,"Backend, Frontend, Mobile Apps","Java, JavaScript"
250,2/15/2023 16:29:41,QA,JavaScript,2,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Μηχανικών Πληροροφικής ΑΤΕΙ,18200,18200,2,Ελλάδα,Αττική,,Ναι,QA Engineer / QA Automation Engineer,JavaScript
251,2/15/2023 16:34:39,"Backend, Frontend",JavaScript,6,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Amsterdam,501+,Όχι,ΙΕΚ,τεχνικος δικτυων,28000,28000,6,Εξωτερικό,-,,Ναι,"Backend, Frontend",JavaScript
252,2/15/2023 16:42:27,"Backend, Frontend",JavaScript,13,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,11 - 50,Όχι,Bachelor's,Μηχανικός Η/Υ Συστημάτων,25200,25200,10+,Ελλάδα,Αττική,,Ναι,"Backend, Frontend",JavaScript
253,2/15/2023 16:51:20,"Backend, Frontend, DevOps","JavaScript, PHP",10,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,11 - 50,Όχι,Bachelor's,ΗΛΕΚΤΡΟΝΙΚΟΣ ΜΗΧΑΝΙΚΟΣ,25200,25200,10+,Ελλάδα,Αττική,,Ναι,"Backend, Frontend, SRE / DevOps","JavaScript, PHP"
254,2/15/2023 16:53:23,"Backend, Frontend","JavaScript, PHP, TypeScript",7,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,11 - 50,Όχι,Master,Μεταπτυχιακό,19600,19600,7,Ελλάδα,Αττική,,Όχι,"Backend, Frontend","JavaScript, PHP, TypeScript"
